fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2011-12-31,USD,24917000,47461000,22544000,22544000,2411000,10198000,11403000,22506000,None,-38000,None,38000,None,99000,None,2182000,2510000,57000,38000,2453000,2653000,2411000,8705000,2453000,MPWR
2011-09-30,USD,27814000,52962000,25148000,25148000,5051000,10249000,11792000,22763000,None,-100000,None,100000,None,3000,None,2175000,5054000,-419000,100000,5473000,5887000,5051000,8051000,5473000,MPWR
2011-06-30,USD,26558000,51628000,25070000,25070000,4039000,10343000,11237000,22519000,None,-136000,None,136000,None,24000,None,2105000,4063000,581000,136000,3482000,4195000,4039000,5138000,3482000,MPWR
2011-03-31,USD,22305000,44468000,22163000,22163000,1916000,9490000,10086000,20389000,None,None,None,88000,None,183000,None,2270000,2099000,206000,None,None,2180000,1916000,2187000,1893000,MPWR
2023-12-31,USD,865574000,1060110000,194536000,194536000,-49062000,377857000,536779000,914636000,22593000,-9001000,22593000,9001000,1057873000,-4639000,7200000,9900000,-40069000,44400000,9001000,-84509000,-61403000,-31068000,-21168000,-84469000,TEAM
2023-09-30,USD,799746000,977775000,178029000,178029000,-18869000,336877000,481738000,818615000,25226000,-8976000,25226000,8976000,979487000,-8335000,6900000,8200000,-10954000,20929000,8976000,-31883000,-50287000,-1978000,6222000,-31883000,TEAM
2023-06-30,USD,769322000,939098000,169776000,169776000,-50389000,344856000,474855000,819711000,20579000,-8540000,20579000,8540000,943633000,-7096000,6900000,8400000,-45427000,13525000,8540000,-58961000,-54564000,-36887000,-28487000,-58952000,TEAM
2023-03-31,USD,746801000,915453000,168652000,168652000,-161567000,386024000,522344000,908368000,15047000,-7978000,15047000,7978000,915630000,-943000,7400000,8200000,-155437000,53600000,7978000,-209000000,-222939000,-147459000,-139259000,-209037000,TEAM
2022-12-31,USD,716759000,872704000,155945000,155945000,-99239000,342322000,473676000,815998000,8963000,-7508000,8963000,7508000,876761000,-6749000,7200000,8300000,-104533000,100500000,7508000,-205031000,-168906000,-97025000,-88725000,-205031000,TEAM
2022-09-30,USD,668000000,807392000,139392000,139392000,-34027000,303021000,399006000,702027000,5143000,-6121000,5143000,6121000,854109000,29289000,6300000,8300000,-5716000,8025000,6121000,-13725000,-20214000,405000,8705000,-13741000,TEAM
2022-06-30,USD,629437000,759841000,130404000,133154000,-42333000,-204872000,367007000,671770000,1328000,-4767000,1332000,4767000,763873000,-608000,5600000,27063000,-46367000,44272000,4767000,-185266000,-118428000,-41600000,-14537000,-90639000,TEAM
2022-03-31,USD,624428000,740491000,116063000,119374000,32897000,257370000,334161000,591531000,605000,-4159000,608000,4159000,736868000,-23084000,4100000,8100000,6261000,1600000,4159000,4700000,47994000,10420000,18520000,4661000,TEAM
2021-12-31,USD,578335000,688526000,110191000,115161000,23042000,236724000,318569000,555293000,74000,-21022000,77000,21022000,693784000,-22343000,4300000,8000000,-20228000,2100000,21022000,-22300000,-12206000,794000,8794000,-22328000,TEAM
2021-09-30,USD,517768000,614024000,96256000,98018000,56477000,189151000,272140000,461291000,277000,-11518000,280000,11518000,195940000,-455804000,5300000,8100000,-410568000,636000,11518000,-411236000,-428360000,-399050000,-390950000,-411204000,TEAM
