fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,Symbol
2019-09-30,USD,297385000,39822000,530000,8978000,-11607000,110604000,152633000,17000,None,137890000,-904984000,836285000,None,175500000,175500000,None,None,None,None,None,0,185150000,-175500000,None,-37610000,None,137890000,AKAM
2019-06-30,USD,317929000,76697000,1040000,21998000,4619000,106065000,133349000,-5639000,None,113915000,-409427000,-83694000,None,81400000,81400000,None,None,None,None,None,0,0,-81400000,None,32515000,None,113915000,AKAM
2019-03-31,USD,160850000,8159000,1176000,-65553000,56795000,108205000,142429000,43766000,None,107130000,236241000,-745295000,None,34872000,34872000,None,None,None,None,None,0,0,-15098000,None,-346603000,1601000,107130000,AKAM
2018-12-31,USD,286155000,1460000,1215000,16863000,18882000,116294000,117334000,16834000,-2577000,469436000,171701000,-126124000,None,124075000,124075000,None,52060000,52060000,None,None,0,0,-113964000,None,469436000,-1316000,94015000,AKAM
2018-09-30,USD,310481000,786000,8630000,55314000,7384000,107833000,86698000,-3278000,None,107583000,-148647000,-433534000,None,440400000,440400000,None,None,None,None,None,-437000,0,-440400000,None,-332817000,-68000,107583000,AKAM
2018-06-30,USD,219681000,8856000,4180000,-29068000,-15035000,106298000,88634000,-1530000,None,43061000,-418102000,823927000,None,165727000,165727000,None,None,None,None,None,0,0,-165727000,None,-122666000,-12625000,43061000,AKAM
2018-03-31,USD,192010000,13752000,4476000,7632000,23346000,104095000,113075000,18419000,8774000,53714000,-111485000,-30661000,None,19785000,19785000,None,None,None,None,None,0,0,2953000,None,51029000,1165000,53714000,AKAM
2017-12-31,USD,197441000,None,883000,23960000,32742000,99396000,106852000,44626000,2461000,433515000,-202153000,-50898000,None,54565000,54565000,None,None,None,None,None,0,0,-40625000,None,-54770000,631000,27520000,AKAM
2017-09-30,USD,236291000,None,3386000,28026000,-14587000,97178000,119740000,1326000,None,60512000,-102379000,-119738000,None,129014000,129014000,None,None,None,None,None,0,0,-112954000,None,15651000,2107000,63911000,AKAM
2017-06-30,USD,224633000,None,1681000,8314000,-9230000,89206000,97005000,-12273000,None,57772000,-294939000,-105511000,None,105148000,105148000,None,None,None,None,None,0,0,-96998000,None,-169818000,5233000,56752000,AKAM
2017-03-31,USD,142618000,None,800000,-9548000,77211000,86533000,91181000,30146000,-43549000,80930000,140306000,-88858000,None,72467000,72467000,None,None,None,None,None,0,0,-54937000,None,198150000,5019000,74583000,AKAM
2016-12-31,USD,184222000,122657000,82000,-43685000,-746000,84008000,75938000,19121000,-34211000,412649000,-164719000,-68691000,None,78927000,78927000,None,None,None,None,None,0,0,-61706000,None,-57634000,-8426000,91639000,AKAM
2016-09-30,USD,251848000,448000,1125000,35068000,-19696000,84511000,79870000,-4691000,None,76000000,-110472000,-86063000,None,95157000,95157000,None,None,None,None,None,0,0,-79913000,None,55159000,-154000,76000000,AKAM
2016-06-30,USD,244369000,1497000,None,46227000,5630000,85114000,78141000,-1880000,None,73635000,-138807000,-88154000,None,90985000,90985000,None,None,None,None,None,0,0,-82240000,None,13732000,-3676000,73635000,AKAM
2016-03-31,USD,191373000,1135000,None,-14848000,-12425000,80669000,82340000,-15906000,3395000,74858000,-55428000,-116871000,None,108725000,108725000,None,None,None,None,None,0,0,-90375000,None,23439000,4365000,74858000,AKAM
2015-12-31,USD,247092000,79483000,89000,21351000,24522000,80329000,78837000,15540000,-35571000,385947000,-86872000,-124521000,None,100180000,100180000,None,None,None,None,None,0,0,-92677000,None,33002000,-2697000,88420000,AKAM
2015-09-30,USD,182608000,2114000,1321000,-5743000,22318000,74785000,133064000,26415000,None,88040000,-114452000,-65085000,None,76358000,76358000,None,None,None,None,None,0,0,-58582000,None,-977000,-4048000,88040000,AKAM
2015-06-30,USD,264023000,-14522000,None,84609000,-32099000,73989000,96013000,-18260000,None,67200000,-291378000,-51210000,None,63388000,63388000,None,None,None,None,None,0,0,-51316000,None,-75109000,3456000,67200000,AKAM
2015-03-31,USD,99729000,37259000,None,-45714000,34369000,70460000,137069000,32552000,-1775000,77746000,57138000,-56213000,None,62680000,62680000,None,None,None,None,None,0,0,-38240000,None,93907000,-6747000,77746000,AKAM
2014-12-31,USD,195541000,56768000,None,57860000,46626000,67763000,92320000,8184000,-75317000,373094000,-136413000,-29550000,None,42134000,42134000,None,None,None,None,None,0,0,-30386000,None,24311000,-5267000,97107000,AKAM
2014-09-30,USD,173282000,61660000,None,16233000,18307000,67415000,71782000,8959000,None,91155000,-177895000,-27895000,None,39022000,39022000,None,None,None,None,None,0,0,-21660000,None,-39826000,-7318000,91155000,AKAM
2014-06-30,USD,200224000,10364000,None,43693000,15154000,58712000,70519000,23117000,None,72886000,-134040000,-62036000,None,71344000,71344000,None,None,None,None,None,-868000,0,-57674000,None,5439000,1291000,72886000,AKAM
2014-03-31,USD,89023000,69657000,None,-16065000,39098000,53516000,84006000,18137000,-19674000,72800000,-730458000,555508000,None,116147000,116147000,None,757573000,757573000,None,None,679603000,77970000,6152000,None,-85165000,762000,72800000,AKAM
2013-12-31,USD,171732000,24164000,None,-2673000,10439000,49976000,62335000,15863000,-12975000,302029000,-26537000,-46846000,None,48011000,48011000,None,None,None,None,None,None,0,-38722000,None,98876000,527000,80349000,AKAM
2013-09-30,USD,157888000,17868000,None,23053000,6278000,47954000,61764000,16118000,None,79756000,-126684000,-2373000,None,29626000,29626000,None,None,None,None,None,None,0,-3258000,None,30150000,1319000,79756000,AKAM
2013-06-30,USD,141064000,25202000,None,15748000,11919000,44126000,72498000,6848000,-5183000,61895000,-75648000,-22914000,None,42504000,42504000,None,None,None,None,None,None,0,-17649000,None,39590000,-2912000,61895000,AKAM
2013-03-31,USD,93224000,20216000,None,15952000,42390000,42375000,63476000,28355000,-14146000,72675000,-84239000,-43110000,None,40278000,40278000,None,None,None,None,None,None,0,-37083000,None,-36714000,-2589000,71487000,AKAM
2012-12-31,USD,152713000,66026000,None,3550000,-14442000,54960000,60669000,-19479000,-5418000,271279000,-110883000,-21163000,None,29819000,29819000,None,None,None,None,None,None,None,-13794000,None,19339000,-1328000,68292000,AKAM
2012-09-30,USD,135252000,16259000,None,45964000,25843000,53457000,60294000,27974000,None,48231000,-112809000,-25162000,None,36523000,36523000,None,None,None,None,None,None,None,-30457000,None,-346000,2373000,48231000,AKAM
2012-06-30,USD,149552000,24077000,None,17881000,-12466000,50112000,55539000,-7803000,None,44239000,-57211000,-52628000,None,67213000,67213000,None,None,None,None,None,None,None,-51722000,None,38272000,-1441000,44239000,AKAM
2012-03-31,USD,92503000,11486000,None,-6468000,-2893000,45634000,43344000,1416000,2165000,43227000,-498207000,-9076000,None,7913000,7913000,None,None,None,None,None,None,None,-835000,None,-414473000,307000,43227000,AKAM
2011-12-31,USD,129630000,19048000,None,21869000,36952000,43650000,46570000,30016000,2084000,221196000,141169000,-65385000,None,76332000,76332000,None,None,None,None,None,None,None,-64385000,None,203598000,-1816000,60081000,AKAM
2011-09-30,USD,116289000,8632000,None,1093000,9196000,41761000,47317000,8277000,None,42285000,192395000,-155505000,None,155125000,155125000,None,None,None,None,None,None,None,-153942000,None,149970000,-3209000,42285000,AKAM
2011-06-30,USD,111848000,8416000,None,3917000,184000,41333000,42740000,7101000,None,47921000,-81702000,-42441000,None,48935000,48935000,None,None,None,None,None,None,None,-40772000,None,-11545000,750000,47921000,AKAM
2011-03-31,USD,88511000,9482000,None,-11844000,-1481000,41134000,46235000,-7557000,-6076000,50617000,-74512000,-30707000,None,43678000,43678000,None,None,None,None,None,None,None,-39719000,None,-14692000,2016000,50617000,AKAM
2010-12-31,USD,110359000,2662000,None,-2372000,-12083000,39129000,48700000,17221000,8281000,198411000,-68459000,-6875000,None,27299000,27299000,None,None,None,None,None,None,None,-13469000,None,34299000,-726000,52510000,AKAM
2010-09-30,USD,117963000,1700000,None,2888000,-8955000,36479000,42058000,-10064000,None,39709000,-43192000,-2096000,None,22505000,22505000,None,None,None,None,None,None,None,-11552000,None,77061000,4386000,39709000,AKAM
2010-06-30,USD,86380000,16539000,None,26288000,47894000,63316000,66097000,18988000,None,38123000,-143541000,6321000,None,20376000,20376000,None,None,None,None,None,None,None,-3429000,None,-52718000,-1878000,38123000,AKAM
2010-03-31,USD,87753000,6557000,None,-15729000,8796000,63482000,35190000,-2582000,-11423000,172555000,-80167000,-15026000,None,22245000,22245000,None,None,None,None,None,None,None,-18199000,None,-8081000,-641000,40878000,AKAM
2009-12-31,USD,124869000,5383000,None,17302000,-653000,109284000,29244000,5054000,9099000,170725000,-139939000,-6099000,None,14929000,14929000,None,None,None,None,None,None,None,-6964000,None,-21497000,-328000,40080000,AKAM
2009-09-30,USD,105243000,-1168000,None,19215000,13217000,4103000,31183000,6765000,None,32745000,-193334000,-30954000,None,34663000,34663000,None,None,None,None,None,None,None,-31667000,None,-118281000,764000,32745000,AKAM
2009-06-30,USD,36007000,None,None,None,None,4238000,24653000,None,None,36007000,None,-9573000,None,None,None,None,None,None,None,None,None,None,-16905000,None,36007000,None,36007000,AKAM
2023-12-31,USD,-92000000,17000000,None,-230000000,-209000000,5000000,150000000,72000000,-281000000,-287000000,-60000000,597000000,1600000000,None,None,None,40000000,40000000,None,None,None,None,38000000,None,None,None,-287000000,WDC
2023-09-30,USD,-626000000,142000000,None,-252000000,-348000000,4000000,124000000,-147000000,-201000000,-685000000,84000000,554000000,600000000,0,0,None,None,None,None,None,0,None,-3000000,None,None,None,-685000000,WDC
2023-06-30,USD,-68000000,55000000,None,127000000,-274000000,832000000,119000000,7000000,-281000000,-715000000,-142000000,19000000,0,0,0,None,1087000000,1087000000,None,None,0,None,43000000,None,-191000000,None,-715000000,WDC
2023-03-31,USD,-381000000,12000000,None,-294000000,-108000000,4000000,124000000,-314000000,206000000,-572000000,-138000000,868000000,0,0,0,None,868000000,868000000,None,None,0,None,883000000,None,349000000,None,-572000000,WDC
2022-12-31,USD,35000000,12000000,None,-465000000,-606000000,2000000,258000000,-517000000,-89000000,-446000000,-258000000,38000000,0,None,None,None,43000000,43000000,None,None,None,None,0,None,-185000000,None,-451000000,WDC
2022-09-30,USD,6000000,120000000,None,-77000000,-158000000,3000000,320000000,-382000000,224000000,27000000,-224000000,-50000000,0,0,0,None,None,None,None,None,0,None,0,None,-268000000,None,47000000,WDC
2022-06-30,USD,295000000,-13000000,None,115000000,427000000,939000000,280000000,450000000,-23000000,301000000,-370000000,-95000000,-150000000,None,None,None,None,None,None,None,None,None,60000000,None,-170000000,None,301000000,WDC
2022-03-31,USD,398000000,13000000,None,-284000000,-375000000,13000000,291000000,-390000000,15000000,25000000,-253000000,-167000000,None,None,None,None,None,None,None,None,None,None,2000000,None,-22000000,None,25000000,WDC
2021-12-31,USD,666000000,12000000,None,231000000,401000000,11000000,306000000,298000000,103000000,564000000,-257000000,-1167000000,None,0,0,None,None,None,None,None,0,None,58000000,None,552000000,None,564000000,WDC
2021-09-30,USD,521000000,111000000,None,-97000000,115000000,10000000,245000000,188000000,-73000000,610000000,-312000000,-289000000,None,None,None,None,None,None,None,None,None,None,2000000,None,-80000000,None,610000000,WDC
2021-06-30,USD,994000000,0,None,252000000,286000000,1222000000,326000000,353000000,-67000000,622000000,-203000000,-155000000,None,0,None,None,0,None,None,None,None,None,63000000,None,636000000,None,622000000,WDC
2021-03-31,USD,116000000,12000000,None,-33000000,180000000,10000000,244000000,72000000,108000000,197000000,-126000000,-212000000,None,None,None,None,0,None,None,None,None,None,8000000,None,185000000,None,197000000,WDC
2020-12-31,USD,425000000,14000000,None,62000000,-44000000,10000000,239000000,-264000000,220000000,62000000,-270000000,-197000000,None,None,None,None,0,None,None,None,None,None,62000000,None,48000000,None,62000000,WDC
2020-09-30,USD,363000000,116000000,None,73000000,3000000,10000000,337000000,-282000000,285000000,-60000000,-166000000,-253000000,None,None,None,None,0,None,None,None,None,None,1000000,None,-56000000,None,-60000000,WDC
2020-06-30,USD,172000000,4000000,None,-77000000,380000000,1576000000,215000000,401000000,-21000000,148000000,86000000,-154000000,None,0,0,None,150000000,150000000,None,None,None,None,62000000,None,104000000,None,148000000,WDC
2020-03-31,USD,142000000,12000000,None,-2000000,163000000,10000000,127000000,187000000,-24000000,153000000,32000000,-369000000,None,0,None,None,149000000,149000000,None,None,None,None,7000000,None,153000000,None,17000000,WDC
2019-12-31,USD,257000000,13000000,None,99000000,184000000,10000000,160000000,344000000,-160000000,50000000,126000000,-493000000,None,0,None,None,149000000,149000000,None,None,None,None,46000000,None,50000000,None,-139000000,WDC
2019-09-30,USD,253000000,159000000,None,431000000,248000000,10000000,145000000,243000000,5000000,-129000000,34000000,-492000000,None,0,None,None,147000000,147000000,None,None,None,None,26000000,None,-129000000,None,-276000000,WDC
2019-06-30,USD,169000000,76000000,None,-435000000,-175000000,1822000000,154000000,-18000000,-157000000,-381000000,-230000000,-172000000,None,0,0,None,146000000,146000000,None,None,0,None,52000000,None,-1804000000,2000000,-197000000,WDC
2019-03-31,USD,204000000,139000000,None,-172000000,-480000000,9000000,222000000,-493000000,13000000,-581000000,-317000000,-219000000,None,0,0,None,146000000,146000000,None,None,0,None,5000000,None,961000000,1000000,-581000000,WDC
2018-12-31,USD,469000000,77000000,None,65000000,-196000000,10000000,223000000,-504000000,308000000,-487000000,-466000000,-631000000,None,0,0,None,144000000,144000000,None,None,0,None,53000000,None,-633000000,-5000000,-487000000,WDC
2018-09-30,USD,705000000,139000000,None,-16000000,197000000,9000000,277000000,22000000,175000000,511000000,-259000000,-807000000,None,563000000,563000000,None,148000000,148000000,None,None,None,None,-555000000,None,-359000000,2000000,511000000,WDC
2018-06-30,USD,863000000,123000000,None,75000000,460000000,2069000000,192000000,186000000,274000000,843000000,-249000000,-563000000,None,436000000,436000000,None,150000000,150000000,None,None,2456000000,None,-362000000,None,181000000,-10000000,756000000,WDC
2018-03-31,USD,1027000000,46000000,None,83000000,348000000,185000000,227000000,-41000000,389000000,61000000,-399000000,-1946000000,None,155000000,155000000,None,148000000,148000000,None,None,8421000000,None,-108000000,None,-926000000,9000000,61000000,WDC
2017-12-31,USD,1182000000,5000000,None,-175000000,-70000000,13000000,256000000,-49000000,-21000000,-823000000,-629000000,-1167000000,None,0,0,None,148000000,148000000,None,None,2963000000,None,79000000,None,-614000000,0,-823000000,WDC
2017-09-30,USD,1133000000,144000000,None,38000000,104000000,10000000,160000000,148000000,-44000000,681000000,-378000000,-224000000,None,0,0,None,147000000,147000000,None,None,0,None,20000000,None,532000000,1000000,681000000,WDC
2017-06-30,USD,939000000,390000000,None,-12000000,85000000,2139000000,125000000,-2000000,87000000,652000000,-190000000,-49000000,None,0,0,None,146000000,146000000,None,None,0,None,112000000,None,678000000,2000000,280000000,WDC
2017-03-31,USD,998000000,229000000,None,259000000,118000000,17000000,123000000,-51000000,169000000,248000000,-130000000,-160000000,None,0,0,None,144000000,144000000,None,None,3916000000,None,33000000,None,712000000,4000000,248000000,WDC
2016-12-31,USD,1060000000,231000000,None,-3000000,-46000000,11000000,146000000,-22000000,-24000000,235000000,-114000000,-74000000,None,0,0,None,142000000,142000000,None,None,0,None,66000000,None,863000000,-9000000,235000000,WDC
2016-09-30,USD,440000000,111000000,None,248000000,534000000,247000000,184000000,562000000,-28000000,-366000000,-202000000,-4312000000,None,0,0,None,142000000,142000000,None,None,3992000000,None,24000000,None,-4074000000,0,-366000000,WDC
2016-06-30,USD,355000000,68000000,None,-148000000,-356000000,1190000000,151000000,-188000000,-168000000,-195000000,-9597000000,11505000000,None,0,613000000,None,117000000,116000000,None,None,17108000000,None,-560000000,None,2264000000,1000000,-366000000,WDC
2016-03-31,USD,485000000,28000000,None,-141000000,-407000000,1000000,133000000,-396000000,-11000000,88000000,443000000,-404000000,None,0,0,None,116000000,116000000,None,None,0,None,10000000,None,524000000,0,74000000,WDC
2015-12-31,USD,598000000,31000000,None,30000000,12000000,1000000,149000000,34000000,-22000000,251000000,-181000000,-135000000,None,0,0,None,116000000,116000000,None,None,0,None,39000000,None,282000000,-9000000,251000000,WDC
2015-09-30,USD,545000000,12000000,None,-53000000,-21000000,1000000,151000000,84000000,-105000000,-76000000,-273000000,-215000000,None,60000000,60000000,None,115000000,115000000,None,None,0,None,-45000000,None,57000000,None,283000000,WDC
2015-06-30,USD,488000000,59000000,None,-204000000,-117000000,250000000,156000000,-164000000,47000000,255000000,-241000000,-35000000,None,198000000,198000000,None,116000000,116000000,None,None,None,None,-132000000,None,212000000,None,220000000,WDC
2015-03-31,USD,684000000,10000000,None,-73000000,-145000000,285000000,150000000,-185000000,40000000,421000000,-458000000,-316000000,None,240000000,240000000,None,93000000,93000000,None,None,None,None,-206000000,None,-90000000,None,384000000,WDC
2014-12-31,USD,243000000,1000000,None,99000000,-25000000,290000000,146000000,-35000000,10000000,466000000,-128000000,-372000000,None,309000000,309000000,None,93000000,94000000,None,None,None,None,-236000000,None,-257000000,None,438000000,WDC
2014-09-30,USD,827000000,22000000,None,65000000,-28000000,289000000,160000000,-74000000,46000000,469000000,-126000000,-346000000,None,223000000,223000000,None,94000000,94000000,None,None,None,None,-184000000,None,355000000,None,423000000,WDC
2014-06-30,USD,712000000,14000000,None,37000000,137000000,308000000,161000000,187000000,-51000000,352000000,-180000000,-297000000,None,272000000,272000000,None,70000000,70000000,None,None,None,None,-210000000,None,235000000,None,317000000,WDC
2014-03-31,USD,698000000,27000000,None,-182000000,-173000000,307000000,161000000,-157000000,-15000000,375000000,-631000000,-153000000,None,244000000,244000000,None,71000000,71000000,None,None,None,None,-216000000,None,-86000000,None,375000000,WDC
2013-12-31,USD,726000000,72000000,None,80000000,215000000,317000000,170000000,170000000,45000000,430000000,-765000000,-175000000,None,150000000,150000000,None,71000000,59000000,None,None,None,None,-75000000,None,-214000000,None,430000000,WDC
2013-09-30,USD,680000000,74000000,None,-23000000,-4000000,312000000,136000000,-25000000,21000000,495000000,-360000000,240000000,None,150000000,150000000,None,59000000,59000000,None,None,None,None,-128000000,None,560000000,None,495000000,WDC
2013-06-30,USD,684000000,57000000,None,-82000000,72000000,302000000,136000000,81000000,-9000000,-221000000,-136000000,-299000000,None,235000000,235000000,None,60000000,60000000,None,None,None,None,-173000000,None,249000000,None,-265000000,WDC
2013-03-31,USD,727000000,22000000,None,-30000000,-38000000,309000000,188000000,-32000000,-6000000,391000000,-164000000,-319000000,None,243000000,243000000,None,0,121000000,None,None,None,None,-206000000,None,244000000,None,391000000,WDC
2012-12-31,USD,772000000,66000000,None,-341000000,-321000000,309000000,246000000,-220000000,-101000000,335000000,-279000000,-214000000,None,146000000,146000000,None,121000000,121000000,None,None,None,None,-95000000,None,279000000,None,335000000,WDC
2012-09-30,USD,936000000,50000000,None,-180000000,-319000000,313000000,382000000,-413000000,94000000,519000000,-391000000,-216000000,None,218000000,218000000,None,0,61000000,None,None,None,None,-183000000,None,329000000,None,519000000,WDC
2012-06-30,USD,1129000000,21000000,None,-196000000,41000000,339000000,324000000,-40000000,-71000000,808000000,-233000000,-1070000000,None,0,0,None,None,None,None,None,None,None,-571000000,None,-169000000,5000000,745000000,WDC
2012-03-31,USD,1208000000,8000000,None,877000000,431000000,188000000,140000000,337000000,94000000,483000000,-3681000000,1932000000,None,None,None,None,None,None,None,None,None,None,18000000,None,-547000000,-6000000,483000000,WDC
2011-12-31,USD,378000000,6000000,None,-817000000,-788000000,140000000,119000000,-609000000,-179000000,145000000,-119000000,-10000000,None,None,None,None,None,None,None,None,None,None,21000000,None,249000000,None,145000000,WDC
2011-09-30,USD,352000000,3000000,None,140000000,218000000,158000000,134000000,150000000,68000000,239000000,-134000000,-33000000,None,0,0,None,None,None,None,None,None,None,2000000,None,185000000,None,239000000,WDC
2011-06-30,USD,447000000,2000000,None,204000000,39000000,150000000,153000000,36000000,3000000,172000000,-168000000,-19000000,None,0,0,None,None,None,None,None,None,None,23000000,None,260000000,None,158000000,WDC
2011-03-31,USD,313000000,5000000,None,-99000000,-73000000,151000000,175000000,-79000000,6000000,158000000,-175000000,-18000000,None,0,0,None,None,None,None,None,None,None,11000000,None,120000000,None,146000000,WDC
2010-12-31,USD,505000000,6000000,None,34000000,-68000000,151000000,250000000,-75000000,7000000,225000000,-250000000,-3000000,None,0,0,None,None,None,None,None,None,None,22000000,None,252000000,None,225000000,WDC
2010-09-30,USD,390000000,3000000,None,110000000,69000000,150000000,200000000,68000000,1000000,211000000,-200000000,-66000000,None,50000000,50000000,None,2000000,2000000,None,None,None,None,-48000000,None,124000000,None,197000000,WDC
2010-06-30,USD,363000000,3000000,None,-102000000,16000000,134000000,185000000,-1000000,17000000,293000000,-438000000,-17000000,None,None,None,None,None,None,None,None,None,None,25000000,None,-92000000,None,265000000,WDC
2010-03-31,USD,588000000,8000000,None,-46000000,-54000000,128000000,177000000,-108000000,54000000,400000000,-176000000,-21000000,None,None,None,None,2000000,2000000,None,None,None,None,7000000,None,391000000,None,400000000,WDC
2010-12-31,USD,557000000,2000000,None,250000000,292000000,151000000,199000000,234000000,58000000,429000000,-196000000,18000000,None,0,None,None,None,None,None,None,None,None,32000000,None,379000000,None,429000000,WDC
2009-09-30,USD,434000000,2000000,None,235000000,224000000,121000000,176000000,205000000,19000000,288000000,-176000000,4000000,None,0,None,None,None,None,None,None,None,None,15000000,None,262000000,None,288000000,WDC
